No.,Time,Source,Destination,Protocol,Length,Info
1878,9.992.097,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
1879,9.992.646,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
1880,9.110.289,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
1887,9.259.158,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
1889,9.349.237,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
1890,9.349.643,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
1891,9.349.906,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
1899,9.507.266,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
1902,9.596.677,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
1903,9.597.081,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
1904,9.597.345,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
1912,9.762.224,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
1914,9.852.936,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
1915,9.853.488,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
1916,9.853.774,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
2039,10.014.252,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
2168,10.123.550,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
2169,10.123.802,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
2170,10.123.959,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
2551,11.277.635,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
2571,11.367.792,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
2572,11.367.989,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
2573,11.368.992,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
2602,11.557.252,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
2615,11.647.377,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
2616,11.647.782,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
2617,11.648.045,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
2672,11.812.113,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
2685,11.904.278,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
2686,11.904.628,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
2687,11.904.914,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
2710,12.045.605,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
2712,12.135.829,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
2713,12.136.007,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
2714,12.136.128,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
2724,12.261.303,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
2729,12.351.395,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
2730,12.351.613,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
2731,12.351.804,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
2762,12.484.894,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
2778,12.579.719,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
2779,12.580.213,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
2780,12.580.573,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
2802,12.717.770,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
2805,12.811.033,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
2806,12.811.412,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
2807,12.811.747,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
2813,12.962.690,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
2815,13.051.787,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
2816,13.052.037,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
2817,13.052.215,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
2824,13.178.884,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
2826,13.269.249,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
2827,13.269.613,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
2828,13.269.886,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
2835,13.420.662,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
2837,13.510.201,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
2838,13.510.596,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
2839,13.510.907,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
2847,13.677.184,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
2849,13.766.204,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
2850,13.766.591,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
2851,13.766.854,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
2869,13.907.448,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
2875,13.997.000,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
2876,13.997.405,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
2877,13.997.667,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
2893,14.152.503,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
2895,14.242.538,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
2896,14.243.142,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
2897,14.243.505,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
2906,14.395.398,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
2911,14.484.495,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
2912,14.484.908,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
2913,14.485.245,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
2928,14.634.090,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
2930,14.724.611,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
2931,14.725.013,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
2932,14.725.342,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
2944,14.875.204,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
3022,14.968.773,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
3026,14.969.067,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
3029,14.969.246,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
3227,15.122.859,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
3319,15.231.187,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
3323,15.231.473,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
3324,15.231.616,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
3460,15.372.790,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
3559,15.481.346,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
3560,15.481.717,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
3562,15.481.946,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
3707,15.641.183,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
3793,15.731.634,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
3794,15.731.898,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
3795,15.732.082,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
3890,15.877.838,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
3893,15.967.102,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
3894,15.967.483,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
3895,15.967.743,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
3902,16.114.798,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
3904,16.204.737,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
3905,16.205.134,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
3906,16.205.466,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
3913,16.355.628,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
3915,16.445.385,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
3916,16.445.788,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
3917,16.446.051,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
3938,16.592.921,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
3941,16.689.095,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
3942,16.689.501,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
3943,16.689.760,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
3950,16.831.428,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
3960,16.921.593,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
3961,16.921.995,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
3962,16.922.257,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
3970,17.071.580,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
3973,17.162.170,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
3974,17.162.577,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
3975,17.162.874,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
3982,17.325.475,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
3984,17.414.382,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
3985,17.414.783,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
3986,17.415.093,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
3992,17.563.507,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
3997,17.653.047,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
3998,17.653.483,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
3999,17.653.754,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
4009,17.810.066,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4030,17.899.221,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4031,17.899.418,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4032,17.899.576,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
4057,18.023.060,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4066,18.111.991,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4067,18.112.427,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4068,18.112.798,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
4076,18.263.955,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4078,18.352.909,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4079,18.353.356,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4080,18.353.638,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
4087,18.505.912,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4089,18.595.135,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4090,18.595.779,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4091,18.596.225,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
4992,18.742.686,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4106,18.831.386,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4107,18.831.634,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4108,18.831.789,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
4115,18.963.364,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4117,19.052.771,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4118,19.053.293,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4119,19.053.645,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
4126,19.205.996,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4128,19.296.151,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4129,19.296.355,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4130,19.296.499,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
4137,19.432.500,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4139,19.531.765,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4140,19.532.000,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4141,19.532.151,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
4151,19.930.217,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4156,20.021.481,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4157,20.021.670,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4158,20.021.790,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
4294,20.152.600,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4434,20.263.882,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4435,20.264.034,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4436,20.264.142,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
4560,20.398.120,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4676,20.519.853,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4677,20.520.104,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4678,20.520.259,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
4714,20.654.117,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4717,20.776.938,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4718,20.777.335,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4719,20.777.599,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
4726,21.017.333,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4729,21.127.087,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4730,21.127.298,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4731,21.127.417,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
4740,21.257.019,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4746,21.352.524,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4747,21.353.190,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4748,21.353.598,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
4756,21.512.365,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4758,21.606.259,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4759,21.606.683,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4760,21.606.945,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
4767,21.753.354,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4769,21.848.171,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4770,21.848.569,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4771,21.848.841,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
4777,22.003.826,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4779,22.097.296,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4780,22.097.696,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4781,22.098.000,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
4788,22.250.089,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4790,22.343.422,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4791,22.343.803,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4792,22.344.105,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
4799,22.493.185,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4801,22.583.438,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4802,22.583.841,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4803,22.584.104,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
4810,22.738.162,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4812,22.827.658,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4813,22.828.068,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4814,22.828.383,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
4821,22.953.121,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4826,23.044.465,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4827,23.044.870,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4828,23.045.172,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
4838,23.195.658,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4861,23.284.779,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4862,23.285.032,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4863,23.285.198,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
4888,23.411.386,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4899,23.504.066,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4900,23.504.480,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4901,23.504.758,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
4914,23.660.141,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4915,23.748.893,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4916,23.749.307,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4918,23.749.602,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
4927,23.904.625,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4931,23.994.102,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4932,23.994.292,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4933,23.994.401,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
4944,24.116.647,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4947,24.206.635,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4948,24.207.081,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4949,24.207.337,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
4965,24.372.517,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4968,24.463.175,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4969,24.463.385,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4970,24.463.539,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
